cases,incidence,year,rape,students,income_mean,income_median,disease_encoded,state_Johor,state_Kedah,state_Kelantan,state_Melaka,state_Negeri Sembilan,state_Pahang,state_Perak,state_Perlis,state_Pulau Pinang,state_Sabah,state_Sarawak,state_Selangor,state_Terengganu,state_W.P. Kuala Lumpur,disease_aids,disease_chancroid,disease_gonorrhea,disease_hiv,disease_syphillis,incidence_quartile_custom,incidence_encoded
31,2.49,2019,80,6420,6815.0,5545.0,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,Moderate,1
53,4.25,2020,64,3445,6051.0,4790.0,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,Moderate,1
30,2.35,2021,68,3134,6051.0,4790.0,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,Moderate,1
73,6.15,2022,66,3405,7248.0,5878.0,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,Moderate,1
110,5.58,2018,112,3106,11692.0,9073.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,Moderate,1
198,11.12,2019,122,3101,13257.0,10549.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,High,2
121,6.8,2020,88,1864,11728.0,9093.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,Moderate,1
93,5.32,2021,82,1598,11728.0,9093.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,Moderate,1
126,6.1,2022,75,1737,13325.0,10234.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,Moderate,1
0,0.0,2018,112,3106,11692.0,9073.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Low,0
0,0.0,2019,122,3101,13257.0,10549.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Low,0
0,0.0,2020,88,1864,11728.0,9093.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Low,0
0,0.0,2021,82,1598,11728.0,9093.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Low,0
0,0.0,2022,75,1737,13325.0,10234.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Low,0
327,16.58,2018,112,3106,11692.0,9073.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,High,2
271,15.22,2019,122,3101,13257.0,10549.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,High,2
173,9.72,2020,88,1864,11728.0,9093.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,High,2
138,7.9,2021,82,1598,11728.0,9093.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Moderate,1
159,7.7,2022,75,1737,13325.0,10234.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Moderate,1
428,21.71,2018,112,3106,11692.0,9073.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,High,2
448,25.16,2019,122,3101,13257.0,10549.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,High,2
419,23.53,2020,88,1864,11728.0,9093.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,High,2
324,18.55,2021,82,1598,11728.0,9093.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,High,2
380,18.4,2022,75,1737,13325.0,10234.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,High,2
367,18.61,2018,112,3106,11692.0,9073.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,High,2
404,22.69,2019,122,3101,13257.0,10549.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,High,2
410,23.02,2020,88,1864,11728.0,9093.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,High,2
430,24.62,2021,82,1598,11728.0,9093.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,High,2
523,25.32,2022,75,1737,13325.0,10234.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,High,2
